"id","meter","timestamp","electricity_received_tariff1","electricity_received_tariff2","electricity_delivered_tariff1","electricity_delivered_tariff2","electricity_tariff_indicator","device_type"
"48012"," KA6U001660326812","2020-07-06 11:30:01","12674.378","8388.644","3192.424","7504.061","2",""
"48013"," KA6U001660326812","2020-07-06 11:45:05","12674.378","8388.644","3192.424","7504.300","2",""
"48014"," KA6U001660326812","2020-07-06 12:00:08","12674.378","8388.644","3192.424","7504.799","2",""
"48015"," KA6U001660326812","2020-07-06 12:15:01","12674.378","8388.644","3192.424","7505.058","2",""
"48016"," KA6U001660326812","2020-07-06 12:30:04","12674.378","8388.649","3192.424","7505.216","2",""
"48017"," KA6U001660326812","2020-07-06 12:45:08","12674.378","8388.649","3192.424","7505.533","2",""
"48018"," KA6U001660326812","2020-07-06 13:00:00","12674.378","8388.649","3192.424","7505.899","2",""
"48019"," KA6U001660326812","2020-07-06 13:15:04","12674.378","8388.649","3192.424","7506.166","2",""
"48020"," KA6U001660326812","2020-07-06 13:30:07","12674.378","8388.649","3192.424","7506.627","2",""
"48021"," KA6U001660326812","2020-07-06 13:45:00","12674.378","8388.649","3192.424","7507.140","2",""
"48022"," KA6U001660326812","2020-07-06 14:00:04","12674.378","8388.649","3192.424","7507.358","2",""
"48023"," KA6U001660326812","2020-07-06 14:15:07","12674.378","8388.649","3192.424","7507.574","2",""
"48024"," KA6U001660326812","2020-07-06 14:30:00","12674.378","8388.649","3192.424","7507.734","2",""
"48025"," KA6U001660326812","2020-07-06 14:45:04","12674.378","8388.649","3192.424","7508.321","2",""
"48026"," KA6U001660326812","2020-07-06 15:00:07","12674.378","8388.649","3192.424","7508.881","2",""
"48027"," KA6U001660326812","2020-07-06 15:15:00","12674.378","8388.649","3192.424","7509.382","2",""
"48028"," KA6U001660326812","2020-07-06 15:30:04","12674.378","8388.649","3192.424","7509.576","2",""
"48029"," KA6U001660326812","2020-07-06 15:45:07","12674.378","8388.649","3192.424","7509.965","2",""
"48030"," KA6U001660326812","2020-07-06 16:00:00","12674.378","8388.649","3192.424","7510.191","2",""
"48031"," KA6U001660326812","2020-07-06 16:15:04","12674.378","8388.649","3192.424","7510.402","2",""
"48032"," KA6U001660326812","2020-07-06 16:30:08","12674.378","8388.649","3192.424","7510.780","2",""
"48033"," KA6U001660326812","2020-07-06 16:45:01","12674.378","8388.649","3192.424","7511.060","2",""
"48034"," KA6U001660326812","2020-07-06 17:00:04","12674.378","8388.649","3192.424","7511.265","2",""
"48035"," KA6U001660326812","2020-07-06 17:15:07","12674.378","8388.652","3192.424","7511.318","2",""
"48036"," KA6U001660326812","2020-07-06 17:30:10","12674.378","8388.652","3192.424","7511.381","2",""
"48037"," KA6U001660326812","2020-07-06 17:45:03","12674.378","8388.652","3192.424","7511.493","2",""
"48038"," KA6U001660326812","2020-07-06 18:00:06","12674.378","8388.652","3192.424","7511.623","2",""
"48039"," KA6U001660326812","2020-07-06 18:15:09","12674.378","8388.652","3192.424","7511.730","2",""
"48040"," KA6U001660326812","2020-07-06 18:30:02","12674.378","8388.655","3192.424","7511.755","2",""
"48041"," KA6U001660326812","2020-07-06 18:45:05","12674.378","8388.845","3192.424","7511.793","2",""
"48042"," KA6U001660326812","2020-07-06 19:00:09","12674.378","8389.220","3192.424","7511.798","2",""
"48043"," KA6U001660326812","2020-07-06 19:15:01","12674.378","8389.222","3192.424","7511.831","2",""
"48044"," KA6U001660326812","2020-07-06 19:30:05","12674.378","8389.241","3192.424","7511.831","2",""
"48045"," KA6U001660326812","2020-07-06 19:45:08","12674.378","8389.620","3192.424","7511.831","2",""
"48046"," KA6U001660326812","2020-07-06 20:00:01","12674.378","8389.679","3192.424","7511.831","2",""
"48047"," KA6U001660326812","2020-07-06 20:15:04","12674.378","8389.730","3192.424","7511.831","2",""
"48048"," KA6U001660326812","2020-07-06 20:30:07","12674.378","8389.764","3192.424","7511.831","2",""
"48049"," KA6U001660326812","2020-07-06 20:45:00","12674.378","8390.012","3192.424","7511.831","2",""
"48050"," KA6U001660326812","2020-07-06 21:00:04","12674.378","8390.081","3192.424","7511.831","1",""
"48051"," KA6U001660326812","2020-07-06 21:15:07","12674.454","8390.081","3192.424","7511.831","1",""
"48052"," KA6U001660326812","2020-07-06 21:30:01","12674.592","8390.081","3192.424","7511.831","1",""
"48053"," KA6U001660326812","2020-07-06 21:45:04","12674.683","8390.081","3192.424","7511.831","1",""
"48054"," KA6U001660326812","2020-07-06 22:00:08","12674.765","8390.081","3192.424","7511.831","1",""
"48055"," KA6U001660326812","2020-07-06 22:15:01","12674.850","8390.081","3192.424","7511.831","1",""
"48056"," KA6U001660326812","2020-07-06 22:30:05","12674.956","8390.081","3192.424","7511.831","1",""
"48057"," KA6U001660326812","2020-07-06 22:45:08","12675.170","8390.081","3192.424","7511.831","1",""
"48058"," KA6U001660326812","2020-07-06 23:00:01","12675.277","8390.081","3192.424","7511.831","1",""
"48059"," KA6U001660326812","2020-07-06 23:15:05","12675.397","8390.081","3192.424","7511.831","1",""
"48060"," KA6U001660326812","2020-07-06 23:30:08","12675.478","8390.081","3192.424","7511.831","1",""
"48061"," KA6U001660326812","2020-07-06 23:45:01","12675.619","8390.081","3192.424","7511.831","1",""
"48062"," KA6U001660326812","2020-07-07 00:00:05","12675.900","8390.081","3192.424","7511.831","1",""
"48063"," KA6U001660326812","2020-07-07 00:15:08","12675.972","8390.081","3192.424","7511.831","1",""
"48064"," KA6U001660326812","2020-07-07 00:30:01","12676.140","8390.081","3192.424","7511.831","1",""
"48065"," KA6U001660326812","2020-07-07 00:45:04","12676.587","8390.081","3192.424","7511.831","1",""
"48066"," KA6U001660326812","2020-07-07 01:00:08","12676.634","8390.081","3192.424","7511.831","1",""
"48067"," KA6U001660326812","2020-07-07 01:15:00","12676.684","8390.081","3192.424","7511.831","1",""
"48068"," KA6U001660326812","2020-07-07 01:30:04","12676.723","8390.081","3192.424","7511.831","1",""
"48069"," KA6U001660326812","2020-07-07 01:45:07","12676.768","8390.081","3192.424","7511.831","1",""
"48070"," KA6U001660326812","2020-07-07 02:00:00","12676.791","8390.081","3192.424","7511.831","1",""
"48071"," KA6U001660326812","2020-07-07 02:15:03","12676.808","8390.081","3192.424","7511.831","1",""
"48072"," KA6U001660326812","2020-07-07 02:30:06","12676.843","8390.081","3192.424","7511.831","1",""
"48073"," KA6U001660326812","2020-07-07 02:45:09","12676.877","8390.081","3192.424","7511.831","1",""
"48074"," KA6U001660326812","2020-07-07 03:00:01","12676.931","8390.081","3192.424","7511.831","1",""
"48075"," KA6U001660326812","2020-07-07 03:15:04","12676.986","8390.081","3192.424","7511.831","1",""
"48076"," KA6U001660326812","2020-07-07 03:30:07","12677.025","8390.081","3192.424","7511.831","1",""
"48077"," KA6U001660326812","2020-07-07 03:45:10","12677.052","8390.081","3192.424","7511.831","1",""
"48078"," KA6U001660326812","2020-07-07 04:00:02","12677.082","8390.081","3192.424","7511.831","1",""
"48079"," KA6U001660326812","2020-07-07 04:15:05","12677.100","8390.081","3192.424","7511.831","1",""
"48080"," KA6U001660326812","2020-07-07 04:30:08","12677.118","8390.081","3192.424","7511.831","1",""
"48081"," KA6U001660326812","2020-07-07 04:45:00","12677.169","8390.081","3192.424","7511.831","1",""
"48082"," KA6U001660326812","2020-07-07 05:00:04","12677.222","8390.081","3192.424","7511.831","1",""
"48083"," KA6U001660326812","2020-07-07 05:15:07","12677.273","8390.081","3192.424","7511.831","1",""
"48084"," KA6U001660326812","2020-07-07 05:30:00","12677.325","8390.081","3192.424","7511.831","1",""
"48085"," KA6U001660326812","2020-07-07 05:45:02","12677.343","8390.081","3192.424","7511.831","1",""
"48086"," KA6U001660326812","2020-07-07 06:00:05","12677.360","8390.081","3192.424","7511.831","1",""
"48087"," KA6U001660326812","2020-07-07 06:15:08","12677.386","8390.081","3192.424","7511.831","1",""
"48088"," KA6U001660326812","2020-07-07 06:30:00","12677.390","8390.081","3192.425","7511.831","1",""
"48089"," KA6U001660326812","2020-07-07 06:45:03","12677.407","8390.081","3192.425","7511.831","1",""
"48090"," KA6U001660326812","2020-07-07 07:00:06","12677.427","8390.081","3192.425","7511.831","2",""
"48091"," KA6U001660326812","2020-07-07 07:15:09","12677.427","8390.086","3192.425","7511.832","2",""
"48092"," KA6U001660326812","2020-07-07 07:30:02","12677.427","8390.088","3192.425","7511.849","2",""
"48093"," KA6U001660326812","2020-07-07 07:45:04","12677.427","8390.088","3192.425","7511.885","2",""
"48094"," KA6U001660326812","2020-07-07 08:00:08","12677.427","8390.088","3192.425","7511.938","2",""
"48095"," KA6U001660326812","2020-07-07 08:15:01","12677.427","8390.229","3192.425","7511.983","2",""
"48096"," KA6U001660326812","2020-07-07 08:30:05","12677.427","8390.330","3192.425","7512.054","2",""
"48097"," KA6U001660326812","2020-07-07 08:45:08","12677.427","8390.353","3192.425","7512.183","2",""
"48098"," KA6U001660326812","2020-07-07 09:00:01","12677.427","8390.353","3192.425","7512.431","2",""
"48099"," KA6U001660326812","2020-07-07 09:15:04","12677.427","8390.355","3192.425","7512.735","2",""
"48100"," KA6U001660326812","2020-07-07 09:30:08","12677.427","8390.355","3192.425","7513.078","2",""
"48101"," KA6U001660326812","2020-07-07 09:45:01","12677.427","8390.355","3192.425","7513.348","2",""
"48102"," KA6U001660326812","2020-07-07 10:00:04","12677.427","8390.355","3192.425","7513.653","2",""
"48103"," KA6U001660326812","2020-07-07 10:15:08","12677.427","8390.355","3192.425","7514.022","2",""
"48104"," KA6U001660326812","2020-07-07 10:30:01","12677.427","8390.355","3192.425","7514.294","2",""
"48105"," KA6U001660326812","2020-07-07 10:45:04","12677.427","8390.355","3192.425","7514.655","2",""
"48106"," KA6U001660326812","2020-07-07 11:00:07","12677.427","8390.355","3192.425","7515.058","2",""
"48107"," KA6U001660326812","2020-07-07 11:15:00","12677.427","8390.355","3192.425","7515.460","2",""
"48108"," KA6U001660326812","2020-07-07 11:30:04","12677.427","8390.355","3192.425","7516.011","2",""
"48109"," KA6U001660326812","2020-07-07 11:45:07","12677.427","8390.355","3192.425","7516.542","2",""
"48110"," KA6U001660326812","2020-07-07 12:00:00","12677.427","8390.355","3192.425","7516.984","2",""
"48111"," KA6U001660326812","2020-07-07 12:15:03","12677.427","8390.358","3192.425","7517.543","2",""
"48112"," KA6U001660326812","2020-07-07 12:30:07","12677.427","8390.358","3192.425","7518.067","2",""
"48113"," KA6U001660326812","2020-07-07 12:45:01","12677.427","8390.358","3192.425","7518.663","2",""
"48114"," KA6U001660326812","2020-07-07 13:00:04","12677.427","8390.358","3192.425","7519.345","2",""
"48115"," KA6U001660326812","2020-07-07 13:15:08","12677.427","8390.358","3192.425","7520.024","2",""
"48116"," KA6U001660326812","2020-07-07 13:30:01","12677.427","8390.358","3192.425","7520.507","2",""
"48117"," KA6U001660326812","2020-07-07 13:45:04","12677.427","8390.358","3192.425","7520.989","2",""
"48118"," KA6U001660326812","2020-07-07 14:00:08","12677.427","8390.358","3192.425","7521.469","2",""
"48119"," KA6U001660326812","2020-07-07 14:15:00","12677.427","8390.358","3192.425","7521.766","2",""
"48120"," KA6U001660326812","2020-07-07 14:30:04","12677.427","8390.358","3192.425","7522.508","2",""
"48121"," KA6U001660326812","2020-07-07 14:45:07","12677.427","8390.358","3192.425","7522.915","2",""
"48122"," KA6U001660326812","2020-07-07 15:00:00","12677.427","8390.358","3192.425","7523.613","2",""
"48123"," KA6U001660326812","2020-07-07 15:15:03","12677.427","8390.358","3192.425","7524.153","2",""
"48124"," KA6U001660326812","2020-07-07 15:30:07","12677.427","8390.358","3192.425","7524.751","2",""
"48125"," KA6U001660326812","2020-07-07 15:45:00","12677.427","8390.358","3192.425","7525.266","2",""
"48126"," KA6U001660326812","2020-07-07 16:00:03","12677.427","8390.358","3192.425","7525.668","2",""
"48127"," KA6U001660326812","2020-07-07 16:15:07","12677.427","8390.358","3192.425","7525.955","2",""
"48128"," KA6U001660326812","2020-07-07 16:30:00","12677.427","8390.358","3192.425","7526.343","2",""
"48129"," KA6U001660326812","2020-07-07 16:45:03","12677.427","8390.358","3192.425","7526.635","2",""
"48130"," KA6U001660326812","2020-07-07 17:00:07","12677.427","8390.358","3192.425","7527.011","2",""
"48131"," KA6U001660326812","2020-07-07 17:15:00","12677.427","8390.358","3192.425","7527.272","2",""
"48132"," KA6U001660326812","2020-07-07 17:30:04","12677.427","8390.358","3192.425","7527.582","2",""
"48133"," KA6U001660326812","2020-07-07 17:45:07","12677.427","8390.358","3192.425","7527.809","2",""
"48134"," KA6U001660326812","2020-07-07 18:00:00","12677.427","8390.405","3192.425","7528.010","2",""
"48135"," KA6U001660326812","2020-07-07 18:15:04","12677.427","8390.485","3192.425","7528.126","2",""
"48136"," KA6U001660326812","2020-07-07 18:30:08","12677.427","8390.518","3192.425","7528.263","2",""
"48137"," KA6U001660326812","2020-07-07 18:45:01","12677.427","8390.772","3192.425","7528.276","2",""
"48138"," KA6U001660326812","2020-07-07 19:00:04","12677.427","8390.773","3192.425","7528.293","2",""
"48139"," KA6U001660326812","2020-07-07 19:15:07","12677.427","8390.773","3192.425","7528.303","2",""
"48140"," KA6U001660326812","2020-07-07 19:30:10","12677.427","8390.781","3192.425","7528.307","2",""
"48141"," KA6U001660326812","2020-07-07 19:45:02","12677.427","8390.781","3192.425","7528.349","2",""
"48142"," KA6U001660326812","2020-07-07 20:00:05","12677.427","8390.792","3192.425","7528.349","2",""
"48143"," KA6U001660326812","2020-07-07 20:15:08","12677.427","8390.798","3192.425","7528.357","2",""
"48144"," KA6U001660326812","2020-07-07 20:30:00","12677.427","8390.851","3192.425","7528.357","2",""
"48145"," KA6U001660326812","2020-07-07 20:45:03","12677.427","8390.890","3192.425","7528.357","2",""
"48146"," KA6U001660326812","2020-07-07 21:00:06","12677.427","8390.914","3192.425","7528.357","1",""
"48147"," KA6U001660326812","2020-07-07 21:15:09","12677.459","8390.914","3192.425","7528.357","1",""
"48148"," KA6U001660326812","2020-07-07 21:30:02","12677.520","8390.914","3192.425","7528.357","1",""
"48149"," KA6U001660326812","2020-07-07 21:45:06","12677.660","8390.914","3192.425","7528.357","1",""
"48150"," KA6U001660326812","2020-07-07 22:00:09","12677.775","8390.914","3192.425","7528.357","1",""
"48151"," KA6U001660326812","2020-07-07 22:15:02","12677.975","8390.914","3192.425","7528.357","1",""
"48152"," KA6U001660326812","2020-07-07 22:30:06","12678.242","8390.914","3192.425","7528.357","1",""
"48153"," KA6U001660326812","2020-07-07 22:45:10","12678.349","8390.914","3192.425","7528.357","1",""
"48154"," KA6U001660326812","2020-07-07 23:00:03","12678.442","8390.914","3192.425","7528.357","1",""
"48155"," KA6U001660326812","2020-07-07 23:15:06","12678.522","8390.914","3192.425","7528.357","1",""
"48156"," KA6U001660326812","2020-07-07 23:30:09","12678.604","8390.914","3192.425","7528.357","1",""
"48157"," KA6U001660326812","2020-07-07 23:45:02","12678.698","8390.914","3192.425","7528.357","1",""
"48158"," KA6U001660326812","2020-07-08 00:00:06","12678.785","8390.914","3192.425","7528.357","1",""
"48159"," KA6U001660326812","2020-07-08 00:15:09","12678.876","8390.914","3192.425","7528.357","1",""
"48160"," KA6U001660326812","2020-07-08 00:30:02","12678.968","8390.914","3192.425","7528.357","1",""
"48161"," KA6U001660326812","2020-07-08 00:45:06","12679.072","8390.914","3192.425","7528.357","1",""
"48162"," KA6U001660326812","2020-07-08 01:00:10","12679.172","8390.914","3192.425","7528.357","1",""
"48163"," KA6U001660326812","2020-07-08 01:15:03","12679.262","8390.914","3192.425","7528.357","1",""
"48164"," KA6U001660326812","2020-07-08 01:30:06","12679.332","8390.914","3192.425","7528.357","1",""
"48165"," KA6U001660326812","2020-07-08 01:45:09","12679.397","8390.914","3192.425","7528.357","1",""
"48166"," KA6U001660326812","2020-07-08 02:00:02","12679.469","8390.914","3192.425","7528.357","1",""
"48167"," KA6U001660326812","2020-07-08 02:15:06","12679.546","8390.914","3192.425","7528.357","1",""
"48168"," KA6U001660326812","2020-07-08 02:30:09","12679.635","8390.914","3192.425","7528.357","1",""
"48169"," KA6U001660326812","2020-07-08 02:45:02","12679.732","8390.914","3192.425","7528.357","1",""
"48170"," KA6U001660326812","2020-07-08 03:00:07","12679.832","8390.914","3192.425","7528.357","1",""
"48171"," KA6U001660326812","2020-07-08 03:15:00","12679.929","8390.914","3192.425","7528.357","1",""
"48172"," KA6U001660326812","2020-07-08 03:30:04","12680.014","8390.914","3192.425","7528.357","1",""
"48173"," KA6U001660326812","2020-07-08 03:45:07","12680.079","8390.914","3192.425","7528.357","1",""
"48174"," KA6U001660326812","2020-07-08 04:00:00","12680.142","8390.914","3192.425","7528.357","1",""
"48175"," KA6U001660326812","2020-07-08 04:15:04","12680.220","8390.914","3192.425","7528.357","1",""
"48176"," KA6U001660326812","2020-07-08 04:30:07","12680.304","8390.914","3192.425","7528.357","1",""
"48177"," KA6U001660326812","2020-07-08 04:45:00","12680.390","8390.914","3192.425","7528.357","1",""
"48178"," KA6U001660326812","2020-07-08 05:00:03","12680.491","8390.914","3192.425","7528.357","1",""
"48179"," KA6U001660326812","2020-07-08 05:15:07","12680.589","8390.914","3192.425","7528.357","1",""
"48180"," KA6U001660326812","2020-07-08 05:30:00","12680.674","8390.914","3192.425","7528.357","1",""
"48181"," KA6U001660326812","2020-07-08 05:45:03","12680.752","8390.914","3192.425","7528.357","1",""
"48182"," KA6U001660326812","2020-07-08 06:00:06","12680.818","8390.914","3192.425","7528.357","1",""
"48183"," KA6U001660326812","2020-07-08 06:15:10","12680.882","8390.914","3192.425","7528.357","1",""
"48184"," KA6U001660326812","2020-07-08 06:30:03","12680.968","8390.914","3192.425","7528.357","1",""
"48185"," KA6U001660326812","2020-07-08 06:45:06","12681.058","8390.914","3192.425","7528.357","1",""
"48186"," KA6U001660326812","2020-07-08 07:00:10","12681.136","8390.914","3192.425","7528.357","2",""
"48187"," KA6U001660326812","2020-07-08 07:15:03","12681.136","8390.984","3192.425","7528.357","2",""
"48188"," KA6U001660326812","2020-07-08 07:30:06","12681.136","8391.042","3192.425","7528.357","2",""
"48189"," KA6U001660326812","2020-07-08 07:45:09","12681.136","8391.082","3192.425","7528.357","2",""
"48190"," KA6U001660326812","2020-07-08 08:00:02","12681.136","8391.128","3192.425","7528.357","2",""
"48191"," KA6U001660326812","2020-07-08 08:15:05","12681.136","8391.164","3192.425","7528.368","2",""
"48192"," KA6U001660326812","2020-07-08 08:30:08","12681.136","8391.375","3192.425","7528.385","2",""
"48193"," KA6U001660326812","2020-07-08 08:45:01","12681.136","8391.382","3192.425","7528.386","2",""
"48194"," KA6U001660326812","2020-07-08 09:00:04","12681.136","8391.388","3192.425","7528.389","2",""
"48195"," KA6U001660326812","2020-07-08 09:15:07","12681.136","8391.388","3192.425","7528.413","2",""
"48196"," KA6U001660326812","2020-07-08 09:30:10","12681.136","8391.389","3192.425","7528.438","2",""
"48197"," KA6U001660326812","2020-07-08 09:45:02","12681.136","8391.390","3192.425","7528.458","2",""
"48198"," KA6U001660326812","2020-07-08 10:00:05","12681.136","8391.390","3192.425","7528.486","2",""
"48199"," KA6U001660326812","2020-07-08 10:15:08","12681.136","8391.391","3192.425","7528.539","2",""
"48200"," KA6U001660326812","2020-07-08 10:30:00","12681.136","8391.391","3192.425","7528.576","2",""
"48201"," KA6U001660326812","2020-07-08 10:45:03","12681.136","8391.391","3192.425","7528.630","2",""
"48202"," KA6U001660326812","2020-07-08 11:00:07","12681.136","8391.391","3192.425","7528.700","2",""
"48203"," KA6U001660326812","2020-07-08 11:15:10","12681.136","8391.513","3192.425","7528.785","2",""
"48204"," KA6U001660326812","2020-07-08 11:30:03","12681.136","8391.528","3192.425","7528.851","2",""
"48205"," KA6U001660326812","2020-07-08 11:45:06","12681.136","8391.619","3192.425","7528.916","2",""
"48206"," KA6U001660326812","2020-07-08 12:00:10","12681.136","8391.619","3192.425","7528.989","2",""
"48207"," KA6U001660326812","2020-07-08 12:15:02","12681.136","8391.619","3192.425","7529.035","2",""
"48208"," KA6U001660326812","2020-07-08 12:30:05","12681.136","8391.619","3192.425","7529.141","2",""
"48209"," KA6U001660326812","2020-07-08 12:45:08","12681.136","8391.619","3192.425","7529.184","2",""
"48210"," KA6U001660326812","2020-07-08 13:00:01","12681.136","8391.625","3192.425","7529.193","2",""
"48211"," KA6U001660326812","2020-07-08 13:15:03","12681.136","8391.625","3192.425","7529.201","2",""
"48212"," KA6U001660326812","2020-07-08 13:30:06","12681.136","8391.625","3192.425","7529.260","2",""
"48213"," KA6U001660326812","2020-07-08 13:45:10","12681.136","8391.625","3192.425","7529.391","2",""
"48214"," KA6U001660326812","2020-07-08 14:00:03","12681.136","8391.625","3192.425","7529.625","2",""
"48215"," KA6U001660326812","2020-07-08 14:15:06","12681.136","8391.625","3192.425","7529.695","2",""
"48216"," KA6U001660326812","2020-07-08 14:30:09","12681.136","8391.625","3192.425","7529.781","2",""
"48217"," KA6U001660326812","2020-07-08 14:45:02","12681.136","8391.625","3192.425","7529.861","2",""
"48218"," KA6U001660326812","2020-07-08 15:00:05","12681.136","8391.625","3192.425","7529.882","2",""
"48219"," KA6U001660326812","2020-07-08 15:15:09","12681.136","8391.625","3192.425","7530.068","2",""
"48220"," KA6U001660326812","2020-07-08 15:30:02","12681.136","8391.625","3192.425","7530.154","2",""
"48221"," KA6U001660326812","2020-07-08 15:45:05","12681.136","8391.628","3192.425","7530.200","2",""
"48222"," KA6U001660326812","2020-07-08 16:00:08","12681.136","8391.628","3192.425","7530.269","2",""
"48223"," KA6U001660326812","2020-07-08 16:15:01","12681.136","8391.628","3192.425","7530.333","2",""
"48224"," KA6U001660326812","2020-07-08 16:30:05","12681.136","8391.709","3192.425","7530.422","2",""
"48225"," KA6U001660326812","2020-07-08 16:45:08","12681.136","8391.709","3192.425","7530.542","2",""
"48226"," KA6U001660326812","2020-07-08 17:00:01","12681.136","8391.710","3192.425","7530.619","2",""
"48227"," KA6U001660326812","2020-07-08 17:15:04","12681.136","8391.710","3192.425","7530.684","2",""
"48228"," KA6U001660326812","2020-07-08 17:30:07","12681.136","8391.710","3192.425","7530.738","2",""
"48229"," KA6U001660326812","2020-07-08 17:45:10","12681.136","8391.710","3192.425","7530.774","2",""
"48230"," KA6U001660326812","2020-07-08 18:00:02","12681.136","8391.710","3192.425","7530.858","2",""
"48231"," KA6U001660326812","2020-07-08 18:15:05","12681.136","8391.710","3192.425","7530.914","2",""
"48232"," KA6U001660326812","2020-07-08 18:30:09","12681.136","8391.710","3192.425","7531.003","2",""
"48233"," KA6U001660326812","2020-07-08 18:45:02","12681.136","8391.775","3192.425","7531.056","2",""
"48234"," KA6U001660326812","2020-07-08 19:00:05","12681.136","8392.000","3192.425","7531.063","2",""
"48235"," KA6U001660326812","2020-07-08 19:15:08","12681.136","8392.056","3192.425","7531.072","2",""
"48236"," KA6U001660326812","2020-07-08 19:30:00","12681.136","8392.082","3192.425","7531.072","2",""
"48237"," KA6U001660326812","2020-07-08 19:45:03","12681.136","8392.111","3192.425","7531.072","2",""
"48238"," KA6U001660326812","2020-07-08 20:00:05","12681.136","8392.156","3192.425","7531.072","2",""
"48239"," KA6U001660326812","2020-07-08 20:15:08","12681.136","8392.201","3192.425","7531.072","2",""
"48240"," KA6U001660326812","2020-07-08 20:30:01","12681.136","8392.233","3192.425","7531.072","2",""
"48241"," KA6U001660326812","2020-07-08 20:45:04","12681.136","8392.309","3192.425","7531.072","2",""
"48242"," KA6U001660326812","2020-07-08 21:00:07","12681.136","8392.386","3192.425","7531.072","1",""
"48243"," KA6U001660326812","2020-07-08 21:15:00","12681.221","8392.386","3192.425","7531.072","1",""
"48244"," KA6U001660326812","2020-07-08 21:30:04","12681.359","8392.386","3192.425","7531.072","1",""
"48245"," KA6U001660326812","2020-07-08 21:45:07","12681.571","8392.386","3192.425","7531.072","1",""
"48246"," KA6U001660326812","2020-07-08 22:00:00","12681.656","8392.386","3192.425","7531.072","1",""
"48247"," KA6U001660326812","2020-07-08 22:15:03","12681.747","8392.386","3192.425","7531.072","1",""
"48248"," KA6U001660326812","2020-07-08 22:30:07","12681.847","8392.386","3192.425","7531.072","1",""
"48249"," KA6U001660326812","2020-07-08 22:45:00","12681.987","8392.386","3192.425","7531.072","1",""
"48250"," KA6U001660326812","2020-07-08 23:00:03","12682.249","8392.386","3192.425","7531.072","1",""
"48251"," KA6U001660326812","2020-07-08 23:15:07","12682.440","8392.386","3192.425","7531.072","1",""
"48252"," KA6U001660326812","2020-07-08 23:30:10","12682.527","8392.386","3192.425","7531.072","1",""
"48253"," KA6U001660326812","2020-07-08 23:45:02","12682.596","8392.386","3192.425","7531.072","1",""
"48254"," KA6U001660326812","2020-07-09 00:00:06","12682.667","8392.386","3192.425","7531.072","1",""
"48255"," KA6U001660326812","2020-07-09 00:15:09","12682.733","8392.386","3192.425","7531.072","1",""
"48256"," KA6U001660326812","2020-07-09 00:30:02","12682.793","8392.386","3192.425","7531.072","1",""
"48257"," KA6U001660326812","2020-07-09 00:45:05","12682.843","8392.386","3192.425","7531.072","1",""
"48258"," KA6U001660326812","2020-07-09 01:00:08","12682.896","8392.386","3192.425","7531.072","1",""
"48259"," KA6U001660326812","2020-07-09 01:15:00","12682.942","8392.386","3192.425","7531.072","1",""
"48260"," KA6U001660326812","2020-07-09 01:30:03","12683.002","8392.386","3192.425","7531.072","1",""
"48261"," KA6U001660326812","2020-07-09 01:45:06","12683.062","8392.386","3192.425","7531.072","1",""
"48262"," KA6U001660326812","2020-07-09 02:00:09","12683.095","8392.386","3192.425","7531.072","1",""
"48263"," KA6U001660326812","2020-07-09 02:15:01","12683.120","8392.386","3192.425","7531.072","1",""
"48264"," KA6U001660326812","2020-07-09 02:30:04","12683.159","8392.386","3192.425","7531.072","1",""
"48265"," KA6U001660326812","2020-07-09 02:45:07","12683.199","8392.386","3192.425","7531.072","1",""
"48266"," KA6U001660326812","2020-07-09 03:00:08","12683.246","8392.386","3192.425","7531.072","1",""
"48267"," KA6U001660326812","2020-07-09 03:15:00","12683.302","8392.386","3192.425","7531.072","1",""
"48268"," KA6U001660326812","2020-07-09 03:30:03","12683.353","8392.386","3192.425","7531.072","1",""
"48269"," KA6U001660326812","2020-07-09 03:45:07","12683.408","8392.386","3192.425","7531.072","1",""
"48270"," KA6U001660326812","2020-07-09 04:00:10","12683.455","8392.386","3192.425","7531.072","1",""
"48271"," KA6U001660326812","2020-07-09 04:15:02","12683.501","8392.386","3192.425","7531.072","1",""
"48272"," KA6U001660326812","2020-07-09 04:30:05","12683.526","8392.386","3192.425","7531.072","1",""
"48273"," KA6U001660326812","2020-07-09 04:45:08","12683.551","8392.386","3192.425","7531.072","1",""
"48274"," KA6U001660326812","2020-07-09 05:00:01","12683.609","8392.386","3192.425","7531.072","1",""
"48275"," KA6U001660326812","2020-07-09 05:15:04","12683.658","8392.386","3192.425","7531.072","1",""
"48276"," KA6U001660326812","2020-07-09 05:30:07","12683.704","8392.386","3192.425","7531.072","1",""
"48277"," KA6U001660326812","2020-07-09 05:45:00","12683.759","8392.386","3192.425","7531.072","1",""
"48278"," KA6U001660326812","2020-07-09 06:00:03","12683.815","8392.386","3192.425","7531.072","1",""
"48279"," KA6U001660326812","2020-07-09 06:15:06","12683.852","8392.386","3192.425","7531.072","1",""
"48280"," KA6U001660326812","2020-07-09 06:30:09","12683.891","8392.386","3192.425","7531.072","1",""
"48281"," KA6U001660326812","2020-07-09 06:45:01","12683.929","8392.386","3192.425","7531.072","1",""
"48282"," KA6U001660326812","2020-07-09 07:00:04","12683.955","8392.386","3192.425","7531.072","2",""
"48283"," KA6U001660326812","2020-07-09 07:15:07","12683.955","8392.421","3192.425","7531.072","2",""
"48284"," KA6U001660326812","2020-07-09 07:30:09","12683.955","8392.464","3192.425","7531.072","2",""
